model,roc_auc,accuracy,precision,recall,f1
LogisticRegression_L1,0.5323063237910399,0.5168539325842697,0.5185185185185185,0.8558951965065502,0.6457990115321253
RandomForest,0.5132217370208636,0.48651685393258426,0.5185185185185185,0.03056768558951965,0.057731958762886594
