feature,mean_abs_shap
active_addresses_change,0.013401700371602602
volume_change,0.00465765482149601
ret_3d,0.003637492391184992
ma_ratio_7_30,0.00184927328934657
ret_1d,0.00171147441638945
tx_count,0.0015077986210626229
fees_per_tx,0.0004789002736928012
fees,0.00045710737406474955
